Tweet ID , Tweet Retweet count , Tweet Fav count , Tweet Text , Tweet Date , Tweet Time , Tweet Sensitivity , Tweet Verified User , Tweet Followers count , Favorited , Retweeted,Tweet ID ^ Tweet Retweet count ^ Tweet Fav count ^ Tweet Text ^ Tweet Date ^ Tweet Time ^ Tweet Sensitivity ^ Tweet Verified User ^ Tweet Followers count ^ Favorited ^ Retweeted
1068457709966630000,15,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,10:52:23,FALSE,FALSE,189,FALSE,FALSE,1068435897677312000^5^False^'rt @ciscodcloud: the latest version of the dcloud event scheduler offers increased capacity ( sessions/event)  decreased approval times '^2018-11-30^09:25:43^None^False^10^False^False
1068457842385060000,15,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,10:52:55,FALSE,FALSE,1144,FALSE,FALSE,
1068458001353310000,0,FALSE,all targets in patriot one are holding says martin cronin yesterday q revenues  sales  patscan ready for broader,11/30/2018,10:53:33,None,FALSE,1174,FALSE,FALSE,1068436417729171456^39^False^'rt @wearecisco: wearecisco and we're [black rightwards arrow][?] top two [leftwards black arrow][?] on @fortunemagazine 's  best workplaces for parents list   to all the cisconian fami'^2018-11-30^09:27:47^None^False^69^False^False
1068458491814260000,0,FALSE,its nice to see i am not alone in finding amusing that cisco choose lisp as the control panel for their',11/30/2018,10:55:30,FALSE,FALSE,61,FALSE,FALSE,
1068458499548470000,41,FALSE,rt @wearecisco: wearecisco and were [black rightwards arrow][?] top two [leftwards black arrow][?] on @fortunemagazine 's  best workplaces for parents list   to all the cisconian fami',11/30/2018,10:55:31,None,FALSE,69,FALSE,FALSE,1068437784136949761^5^False^'rt @ciscodevnet: devnetcreate is for developers  by developers    cfp closes  november    so if you have any q'^2018-11-30^09:33:13^False^False^2541^False^False
1068459504067640000,1,FALSE,rt @patriotnews: all targets in patriot one are holding says martin cronin yesterday q revenues  sales  patscan ready for broader rollou,11/30/2018,10:59:31,None,FALSE,942,FALSE,FALSE,
1068459994255970000,0,FALSE,an amazing closing day at @ciscohcs  richardson after feeding our minds with a deep-dive on imagicle streamlined,11/30/2018,11:01:28,FALSE,FALSE,419,FALSE,FALSE,1068438793768833027^0^False^'cisco ckx-nm-g network module xgb + x/gb ports catalyst -x / -x ps'^2018-11-30^09:37:13^False^False^307^False^False
1068460048211420000,10,FALSE,rt @stpiindia: techmahindra  cisco launch digital experience center in bengaluru @cisco @cisco_in stpiindia @omkar_raii,11/30/2018,11:01:41,FALSE,FALSE,387,FALSE,FALSE,
1068460851181610000,3,FALSE,rt @patriotnews: patriot one martin cronin stated in the company update yesterday that international defence contractor wants deal closed,11/30/2018,11:04:52,None,FALSE,508,FALSE,FALSE,1068440166753284097^6^False^'rt @stpiindia: techmahindra  cisco launch digital experience center in bengaluru @cisco @cisco_in stpiindia @omkar_raii'^2018-11-30^09:42:41^False^False^74^False^False
1068461344955990000,2,FALSE,rt @rosagoesdigital: want to see how sdwan actually works? check out the demo displaying how cisco vmanage provides full control over you,11/30/2018,11:06:50,FALSE,FALSE,98,FALSE,FALSE,
1068461483703570000,1,FALSE,cisco patches sql injection flaw in prime license manager: sqli websecurity,11/30/2018,11:07:23,FALSE,FALSE,8131,FALSE,FALSE,1068440759060156416^6^False^'rt @stpiindia: techmahindra  cisco launch digital experience center in bengaluru @cisco @cisco_in stpiindia @omkar_raii'^2018-11-30^09:45:02^False^False^160^False^False
1068462839797430000,4,FALSE,rt @mobile_it_guy: here @roundtowertech building  sites of nutanix clusters cisco tor switches roundtower offers staging configur,11/30/2018,11:12:46,None,FALSE,279,FALSE,FALSE,
1068463087827570000,1,FALSE,rt @htbridge: cisco patches sql injection flaw in prime license manager: sqli websecurity,11/30/2018,11:13:45,FALSE,FALSE,22203,FALSE,FALSE,1068441633153265664^0^False^'patriot one martin cronin stated in the company update yesterday that international defence contractor wants deal c'^2018-11-30^09:48:30^None^False^1174^False^False
1068463505064500000,0,FALSE,if rhino poaching is not stoppedrhinos will be extinct in southafrica in  years awesome that dimensiondata,11/30/2018,11:15:25,None,FALSE,541,FALSE,FALSE,
1068464190002740000,17,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,11:18:08,FALSE,FALSE,289,FALSE,FALSE,1068442210549592064^39^False^'rt @wearecisco: wearecisco and we're [black rightwards arrow][?] top two [leftwards black arrow][?] on @fortunemagazine 's  best workplaces for parents list   to all the cisconian fami'^2018-11-30^09:50:48^None^False^892^False^False
1068464327387170000,17,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,11:18:41,FALSE,FALSE,1049,FALSE,FALSE,
1068478695084620000,0,FALSE, weeks to go and its a wrap for fall semester all roads leads to ccna [woman][emoji modifier fitzpatrick type-][zero width joiner][personal computer]  python cisco routers switches',11/30/2018,12:15:46,None,FALSE,370,FALSE,FALSE,1068442571251306497^0^False^'our cisco team in dubai celebrates uae national day'^2018-11-30^09:52:14^False^False^539^False^False
1068478841499330000,3,FALSE,rt @cohda_wireless: cohda wireless and cisco partnering together to connect roadways making our roads safer and more enjoyable for all road,11/30/2018,12:16:21,None,FALSE,229,FALSE,FALSE,
1068479971084170000,3,FALSE,rt @cohda_wireless: cohda wireless and cisco partnering together to connect roadways making our roads safer and more enjoyable for all road,11/30/2018,12:20:51,None,FALSE,1090,FALSE,FALSE,1068443863440809989^1^False^'rt @cheer: migrating from g network to g or g network has become the new trend for data centers see how'^2018-11-30^09:57:22^False^False^85^False^False
1068481035594270000,43,FALSE,rt @wearecisco: wearecisco and were [black rightwards arrow][?] top two [leftwards black arrow][?] on @fortunemagazine 's  best workplaces for parents list   to all the cisconian fami',11/30/2018,12:25:04,None,FALSE,1243,FALSE,FALSE,
1068481431129790000,3,FALSE,rt @learningatcisco: its our favorite time of year!  start building your [christmas tree]holiday [snowman][?] wish list early with cisco training products  be sur',11/30/2018,12:26:39,None,FALSE,174,FALSE,FALSE,1068444089622773760^0^False^'want to see how sdwan actually works? check out the demo displaying how cisco vmanage provides full control over'^2018-11-30^09:58:16^False^False^1385^False^False
1068482315653980000,0,FALSE,acquisition news!  cisco ensoft acquisition business industry news tech it cool interesting ,11/30/2018,12:30:10,FALSE,FALSE,3638,FALSE,FALSE,
1068482338760400000,0,FALSE,how cisco stealthwatch provides kubernetes security within aws ,11/30/2018,12:30:15,FALSE,FALSE,571,FALSE,FALSE,1068445932583235584^4^False^' best it training certification courses   ai analytics iot bi amazon aws tech'^2018-11-30^10:05:35^False^False^24916^False^False
1068484123856180000,1,FALSE,rt @ccnadailytips: new video:  packet tracer configuring standard acls labeveryday ccna cisco,11/30/2018,12:37:21,FALSE,FALSE,35,FALSE,FALSE,
1068484670013300000,0,FALSE,reduce time  effort and costs with an all-in-one  easy-to-manage it system so  you can get back to running the bus,11/30/2018,12:39:31,FALSE,FALSE,1932,FALSE,FALSE,1068446049856036864^4^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:06:03^False^False^428^False^False
1068485432579630000,0,FALSE,time to unleash your communications investment with bridge operator console for microsoft office communications,11/30/2018,12:42:33,FALSE,FALSE,731,FALSE,FALSE,
1068485592412020000,0,FALSE,rt ndbridge time to unleash your communications investment with bridge operator console for microsoft office commu,11/30/2018,12:43:11,FALSE,FALSE,10,FALSE,FALSE,1068446289480675328^4^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:07:00^False^False^163^False^False
1068488243673470000,23,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,12:53:43,FALSE,FALSE,3233,FALSE,FALSE,
1068488259465030000,6,FALSE,rt @lionelmaltese: today @msisem case study @rolexfan fanrelationshipmanagement from fanexperience to fanengagement it imb cisco http,11/30/2018,12:53:47,None,FALSE,3002,FALSE,FALSE,1068446842906714112^4^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:09:12^False^False^5429^False^False
1068488400443820000,23,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,12:54:20,FALSE,FALSE,6333,FALSE,FALSE,
1068489126851230000,0,FALSE,review an updated recording about our cisco complete vni forecast and trends (-),11/30/2018,12:57:14,FALSE,FALSE,1385,FALSE,FALSE,1068446967188123653^4^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:09:42^False^False^662^False^False
1068489824666030000,0,FALSE,with the rise of mobile workers  businesses are migrating to more flexible  open office environments huddle spaces,11/30/2018,13:00:00,FALSE,FALSE,110,FALSE,FALSE,
1068489986805290000,0,FALSE,jobs of the week!   to apply for any of these roles head over to our website now!   uk:,11/30/2018,13:00:39,FALSE,FALSE,334,FALSE,FALSE,1068448367146090498^5^False^'rt @cisco: wouldn't it be sweet if your sdwan could secure and control all the pieces of your network? kick back and relax with cisco s'^2018-11-30^10:15:16^None^False^574^False^False
1068491174632010000,0,FALSE,at @ciscocpoc in london today  this is way better than christmas eve! cisco geek,11/30/2018,13:05:22,None,FALSE,106,FALSE,FALSE,
1068491217564970000,23,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,13:05:32,FALSE,FALSE,153,FALSE,FALSE,1068451413569626112^15^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:27:22^False^False^2980^False^False
1068492137321430000,0,FALSE,our coaching is colorguard techniques ice_skating not rollersskateboard  or rollerblading huge difference we of,11/30/2018,13:09:11,None,FALSE,110,FALSE,FALSE,
1068492236755770000,44,FALSE,rt @wearecisco: wearecisco and were [black rightwards arrow][?] top two [leftwards black arrow][?] on @fortunemagazine 's  best workplaces for parents list   to all the cisconian fami',11/30/2018,13:09:35,None,FALSE,1562,FALSE,FALSE,1068452028085604352^15^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:29:49^False^False^4327^False^False
1068492453886320000,23,FALSE,rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna ,11/30/2018,13:10:27,FALSE,FALSE,4119,FALSE,FALSE,
1068492507778960000,0,FALSE,mg motor  cisco  and unlimit join hands on connected mobility connectedvehicle india,11/30/2018,13:10:40,FALSE,FALSE,2068,FALSE,FALSE,1068452066211885056^0^False^'wouldn't it be sweet if your sdwan could secure and control all the pieces of your network? kick back and relax w'^2018-11-30^10:29:58^False^False^109^False^False
1068494138851680000,0,FALSE,marriott should have briefed their spokesperson on the difference between encrypted and unencrypted   time to sell,11/30/2018,13:17:09,FALSE,FALSE,914,FALSE,FALSE,
1068495898244750000,1,FALSE,rt @globalknowledge: in our dcack course  master ciscos nexus k switches in aci mode datacenter gk',11/30/2018,13:24:08,FALSE,FALSE,118,FALSE,FALSE,1068452236680933376^8^False^'rt @stpiindia: techmahindra  cisco launch digital experience center in bengaluru @cisco @cisco_in stpiindia @omkar_raii'^2018-11-30^10:30:38^False^False^103^False^False
1068496143754100000,7,FALSE,rt @patriotnews: patriot one martin cronin stated in the company update yesterday that international defence contractor wants deal closed,11/30/2018,13:25:07,None,FALSE,448,FALSE,FALSE,
1068496307898070000,0,FALSE,working with washington state agencies  city county offices focusing on technology solutions developed for govern,11/30/2018,13:25:46,FALSE,FALSE,6733,FALSE,FALSE,1068453267947077633^15^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:34:44^False^False^2101^False^False
1068496893108460000,7,FALSE,rt @patriotnews: patriot one martin cronin stated in the company update yesterday that international defence contractor wants deal closed,11/30/2018,13:28:05,None,FALSE,82,FALSE,FALSE,
1068533618665020000,0,FALSE,sirius took home  partner of the year awards at the @ciscopartners summit for unparalleled enterprise networks and,11/30/2018,15:54:01,FALSE,FALSE,3890,FALSE,FALSE,1068453450483142657^0^False^'cisco ccent / icnd (-) + bonus: the complete course [white right pointing index] cisco ccna'^2018-11-30^10:35:28^False^False^82^False^False
1068533787720600000,0,FALSE,nhs supplier that holds  million uk patient records: aws is our new cloud-based platform,11/30/2018,15:54:42,FALSE,FALSE,590,FALSE,FALSE,
1068534046173600000,0,FALSE,cisco predicts ip traffic will grow  fold between  to  learn more about what is driving this demand for d,11/30/2018,15:55:43,FALSE,FALSE,83,FALSE,FALSE,1068456354573107200^15^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:47:00^False^False^495^False^False
1068534433693790000,0,FALSE,rt @ccwrtp: congratulations @_amychang! we appreciate your leadership and inspiration!,11/30/2018,15:57:16,FALSE,FALSE,1103,FALSE,FALSE,
1068535142279340000,6,FALSE,rt @ahmedjr_:  best it training certification courses    ai analytics iot bi amazon aws tech ccna,11/30/2018,16:00:04,FALSE,FALSE,1377,FALSE,FALSE,1068456508311130112^2^False^'rt @patriotnews: patriot one martin cronin stated in the company update yesterday that international defence contractor wants deal closed'^2018-11-30^10:47:37^None^False^135^False^False
1068535276123950000,0,FALSE,come work at one of houstons best places to work! it applynow asicareers cisco network security job',11/30/2018,16:00:36,FALSE,FALSE,48,FALSE,FALSE,
1068535290757880000,0,FALSE,cisco says it remains committed to cisco hcs even as it pushes broadsoft service providers into midmarket and abov,11/30/2018,16:00:40,FALSE,FALSE,1508,FALSE,FALSE,1068457709966630914^15^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:52:23^False^False^189^False^False
1068535536602630000,4,FALSE,rt @ahmedjr_:  best it training certification courses    ai analytics iot bi amazon aws tech ccna,11/30/2018,16:01:39,FALSE,FALSE,1377,FALSE,FALSE,
1068535938492560000,0,FALSE,learn to deploy and manage cisco firepower threat defense devices and configure security intelligence  ngfw ,11/30/2018,16:03:14,FALSE,FALSE,137,FALSE,FALSE,1068457842385068032^15^False^'rt @ahmedjr_:  best it training certification courses   ai analytics iot bi amazon aws tech ccna '^2018-11-30^10:52:55^False^False^1144^False^False
1068535960776790000,8,FALSE,rt @ahmedjr_:  best it training certification courses    ai analytics iot bi amazon aws tech ccna,11/30/2018,16:03:20,FALSE,FALSE,1377,FALSE,FALSE,
1068536186367560000,0,FALSE,todays business it should be automated and supportive of on-demand application delivery your customers need to s',11/30/2018,16:04:13,FALSE,FALSE,336,FALSE,FALSE,1068458001353314304^0^False^'all targets in patriot one are holding says martin cronin yesterday q revenues  sales  patscan ready for broader'^2018-11-30^10:53:33^None^False^1174^False^False
