"1131854740881641473^'i think you are right i found this which has this bit of info excuse my sausage fingered highlight on my phone'^2019-05-24^09:29:33^43"
"1131854753682604032^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-05-24^09:29:36^171"
"1131854761635000320^'which do you like better  microsoft or apple? -- mango'^2019-05-24^09:29:38^302"
"1131854767142187008^'rt : if you haven't tried this game yet  now's the time to get in it with this free bundle'^2019-05-24^09:29:39^95"
"1131854766265556992^'*speaker announcement* introducing our final guest speaker  ian drew from microsoft! come along and find out what he has to say at our incremental transformation in charities event!'^2019-05-24^09:29:39^329"
"1131854773135790080^'which do you like better  microsoft or apple? -- can't afford apple so i'd have to say microsoft'^2019-05-24^09:29:41^1199"
"1131854790747672577^'which do you like better  microsoft or apple? -- mas mabubusog ako sa apple face with tears of joyface with tears of joyface with tears of joy'^2019-05-24^09:29:45^140"
"1131854792316379136^'which do you like better  microsoft or apple? -- linux'^2019-05-24^09:29:45^447"
"1131854803057954818^'which do you like better  microsoft or apple? -- windows'^2019-05-24^09:29:48^468"
"1131854810293121024^'which do you like better  microsoft or apple? -- none of the above i like you ayiie'^2019-05-24^09:29:50^554"
"1131854826437058560^'microsoft cloud outage caused by dns blunder via'^2019-05-24^09:29:54^310"
"1131854828731285504^'which do you like better  microsoft or apple? -- msoft'^2019-05-24^09:29:54^153"
"1131854844732559365^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:29:58^197"
"1131854847676997632^'which do you like better  microsoft or apple? -- never a fan of apple since birth'^2019-05-24^09:29:59^15"
"1131854852483477511^'this is such a brilliant timesaving trick! timemanagement productivity'^2019-05-24^09:30:00^6384"
"1131854853356118016^'rt : how and when to embrace ai is an integral decision in the new world of work microsoft's latest book in thefuturecompute msftadvocate'^2019-05-24^09:30:00^128"
"1131854853846601728^'you can now try out microsoft's edge browser for macos - via'^2019-05-24^09:30:00^2844"
"1131854857294503936^'see why bret arsenault is eliminating passwords at microsoft and how designing for accessibility is an important part of the solution gaad digitaladvisor'^2019-05-24^09:30:01^154"
"1131854864437403648^'rt : i noticed that microsoft was a bit silent about it's relationship with huawei  in the wake of trump's linux is now matu'^2019-05-24^09:30:03^640"
"1131854865267773440^'github trending archive   may   typescript zeit/integrations  llsourcell/watch-me-build-an-education-startup  will-stone/browserosaurus  ibm/kui  petyosi/react-virtuoso  microsoft/webtemplatestudio  cerebral/overmind  beizhedenglong/weird-fonts'^2019-05-24^09:30:03^197"
"1131854865427238913^'which do you like better  microsoft or apple? -- preppeeeepepeoepepeooe'^2019-05-24^09:30:03^247"
"1131854870733119488^'connecting students with trainers  wherever you are in australia! ai darwin in collaboration with new horizons connected classroom  brings you power bi training in a day powerbi training microsoft ittraining aidarwin mspartner'^2019-05-24^09:30:04^12"
"1131854873635577856^'which do you like better  microsoft or apple? --'^2019-05-24^09:30:05^478"
"1131854884129648640^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:30:07^2776"
"1131854885761245184^'which do you like better  microsoft or apple? --'^2019-05-24^09:30:08^9260"
"1131854888290406400^'rt : learn how microsoft helps machines become smarter  more perceptive  and more responsive to unfamiliar situations'^2019-05-24^09:30:08^3334"
"1131854889771048960^'which do you like better  microsoft or apple? --'^2019-05-24^09:30:09^853"
"1131854914341298176^'which do you like better  microsoft or apple? --'^2019-05-24^09:30:15^966"
"1131854929658810369^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:30:18^61"
"1131854935774179329^'blue book 's new book ""the future computed: ai and manufacturing"" is released! here's an overview of the book  shared by :'^2019-05-24^09:30:20^20378"
"1131854937435136000^'which do you like better  microsoft or apple? --'^2019-05-24^09:30:20^243"
"1131854938647212034^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:30:20^1239"
"1131854954539495424^'which do you like better  microsoft or apple? -- a to the pple'^2019-05-24^09:30:24^719"
"1131854956062027776^'microsoft surfacestudio surface hardware | take a look at this table for all the tech specs!'^2019-05-24^09:30:25^747"
"1131854974659510272^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:30:29^3208"
"1131854977071276033^'which do you like better  microsoft or apple? -- which do you like best  huawei or infinix?'^2019-05-24^09:30:30^1092"
"1131855010164367361^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:30:37^840"
"1131855014039887872^'which do you like better  microsoft or apple? -- hello kitty mp player from best buy in '^2019-05-24^09:30:38^4389"
"1131855018246791168^'microsoft signs dutch offshore wind ppa: renewables'^2019-05-24^09:30:39^659"
"1131855024743538688^'(thank you microsoft emojis the heart isn' pink smh) i have a chance to meet them!!!!! well hopefully i will do anything to meet any johnny's idol(s)'^2019-05-24^09:30:41^115"
"1131855037641240577^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:30:44^399"
"1131855058218434561^'which do you like better  microsoft or apple? -- apple hahaha mabubusog ka pa jk'^2019-05-24^09:30:49^16"
"1131855070763593728^'which do you like better  microsoft or apple? -- both na lang hehe'^2019-05-24^09:30:52^203"
"1131855070981701632^'microsoft: business operations associate  r&amp;d solution architect premier field engineer'^2019-05-24^09:30:52^2269"
"1131855081270386688^'which do you like better  microsoft or apple? -- ""apple  i guess? i have an iphone but i don't really care""'^2019-05-24^09:30:54^83"
"1131855081350008833^'which do you like better  microsoft or apple? --'^2019-05-24^09:30:54^638"
"1131855092183908354^'rt : there was this app on microsoft that i used during primary school that allowed me to tour egypt without having to tour egy'^2019-05-24^09:30:57^1176"
"1131855092435607552^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:30:57^10132"
"1131855099284938752^'so the billions that the tech sector  apple  microsoft  google  amazon etc spend on marketing/branding is just emotional drizzle? go figure'^2019-05-24^09:30:59^626"
"1131855103445602304^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:31:00^200"
"1131855110102036480^'rt : today in silicon valley: the  ""internet freedom award"" was given to ivanka trump by the tech industry lobbying group founde'^2019-05-24^09:31:01^186"
"1131855119350472709^'rt : i just posted ""yahoo finance has shared an article about ""microsoft's blockchain obsession  including id push  is good fo'^2019-05-24^09:31:03^1867"
"1131855119828574208^'us army to use microsoft's hololens for combat missions'^2019-05-24^09:31:04^1170"
"1131855124991827968^'which do you like better  microsoft or apple? -- podem todas ir pra puta q pariu'^2019-05-24^09:31:05^59"
"1131855127525154816^'which do you like better  microsoft or apple? -- apple for sure'^2019-05-24^09:31:05^10844"
"1131855133497733127^'rt : israel is so advanced when it comes to technology mncs like google  microsoft and ibm have their r&amp;d there'^2019-05-24^09:31:07^386"
"1131855137205567489^'congratulations  good luck for your new role  keep rocking!!'^2019-05-24^09:31:08^506"
"1131855148169465858^'which do you like better  microsoft or apple? --'^2019-05-24^09:31:10^178"
"1131855158189666304^'download mobi vba for modelers: developing decision support systems with microsoft office excel -&gt;'^2019-05-24^09:31:13^0"
"1131855162371452928^'which do you like better  microsoft or apple? -- apple uwu'^2019-05-24^09:31:14^3019"
"1131855166184022016^'rt : robotina representative dusan janjic will speak about various iot solutions for energy smart buildings and present robo'^2019-05-24^09:31:15^66"
"1131855189739286528^'which do you like better  microsoft or apple? -- i like sasha banks better'^2019-05-24^09:31:20^13705"
"1131855195154124800^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:31:22^2242"
"1131855196886319105^'which do you like better  microsoft or apple? -- siguro ikaw'^2019-05-24^09:31:22^563"
"1131855207212691457^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:31:24^274"
"1131855210417197058^'which do you like better  microsoft or apple? -- nenhum'^2019-05-24^09:31:25^75"
"1131855220080893952^'which do you like better  microsoft or apple? -- steve jobs shares my birthday so ://'^2019-05-24^09:31:27^4120"
"1131855243577368576^'which do you like better  microsoft or apple? -- microsoft for pc  apple for phone'^2019-05-24^09:31:33^130"
"1131855259582816256^'which do you like better  microsoft or apple? -- microsoft  fuck apple face palmemoji modifier fitzpatrick type-zero width joinermale sign[?]'^2019-05-24^09:31:37^170"
"1131855267958853632^'kindle free microsoft project  step by step -&gt;'^2019-05-24^09:31:39^0"
"1131855304973529088^'which do you like better  microsoft or apple? -- apple all the way haha'^2019-05-24^09:31:48^162"
"1131855313328590848^'which do you like better  microsoft or apple? -- i like me better winking face'^2019-05-24^09:31:50^200"
"1131855336414040064^'the latest microsoft teams news! thanks to microsoftteams re'^2019-05-24^09:31:55^3435"
"1131855340704882689^'which do you like better  microsoft or apple? -- i've never had a mac  so i cant say i do like microsoft though and if it's between apple or android  i like apple more'^2019-05-24^09:31:56^122"
"1131855355686686720^'indian village girl masturbating in public'^2019-05-24^09:32:00^54692"
"1131855360220905472^'which do you like better  microsoft or apple? -- apple! i have an apple phone and laptop'^2019-05-24^09:32:01^740"
"1131855375169478656^'rt : peggy: why would you invest all of our savings in this microsoft thing? steve:'^2019-05-24^09:32:04^98"
"1131855375173640192^'which do you like better  microsoft or apple? -- i use both'^2019-05-24^09:32:04^133"
"1131855378445144064^'which do you like better  microsoft or apple? -- microsoft never use apple'^2019-05-24^09:32:05^558"
"1131855379158249472^'rt : microsoft is putting the sexy into unsexy software'^2019-05-24^09:32:05^8043"
"1131855397525041154^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:32:10^52"
"1131855399076933632^'which do you like better  microsoft or apple? --'^2019-05-24^09:32:10^380"
"1131855429481451520^'freemaz: microsoft edge officially debuts on macos  initially available through canary channel mobile tech news'^2019-05-24^09:32:17^41"
"1131855437874257920^'microsoft to stop accepting new orders from huawei to comply with us restrictions [?] windows operating systems for laptops and other content-related services have both been suspended by microsoft existing huawei pcs will not be affected'^2019-05-24^09:32:19^13106"
"1131855440931971074^'which do you like better  microsoft or apple? -- ewan q sayo'^2019-05-24^09:32:20^1464"
"1131855443960008704^'rt : blue book 's new book ""the future computed: ai and manufacturing"" is released! here's an overview of the book  shared by'^2019-05-24^09:32:21^1377"
"1131855452986208256^'rt : the concept of service meshes is great  but i have always looked at adopting one as a too big investment in a specific tech'^2019-05-24^09:32:23^1492"
"1131855486905663489^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:32:31^3127"
"1131855487572631553^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:32:31^139"
"1131855514294337537^'make sure that you are applying software updates! then implement just in time access you can find more iaas vm security best practices at azureforsure'^2019-05-24^09:32:38^3839"
"1131855515116548097^'all your arguments here are really terrible if microsoft change their approach in future  then the community will react accordingly and move to new platforms etc in fact  it's almost certain they will get somethings wrong  but that's not a reason to do it'^2019-05-24^09:32:38^36"
"1131855539284127744^'% offer of rs  on cttc premium platinum expires in  days the courses included in package are ccna mcsa linux a+ ccna security and microsoft exchangethis package will assist you in high paying it networking job in pakistan and abroad call cttc at '^2019-05-24^09:32:44^315"
"1131855541796524032^'which do you like better  microsoft or apple? -- shouldn't the question be android or apple'^2019-05-24^09:32:44^1058"
"1131855551074381826^'streets need a rapper that's not afraid to fire up microsoft excel n get some fuckin spreadsheets done by friday afternoon'^2019-05-24^09:32:46^1807"
"1131855558879916032^'which do you like better  microsoft or apple? -- meu pau'^2019-05-24^09:32:48^1861"
"1131855562113785858^'which do you like better  microsoft or apple? -- ubuntu'^2019-05-24^09:32:49^393"
"1131855562222776321^'which do you like better  microsoft or apple? -- samsumg'^2019-05-24^09:32:49^235"
"1131855584876212224^'iam platform curated tweet mobile speech recognition software market is trending globally| nuance communications inc  alphabet inc  apple inc  baidu inc  amazon inc  microsoft corporation  voicebox technologies corporation - market research report - '^2019-05-24^09:32:54^12403"
"1131855597761159168^'turn a photo of data into a microsoft excel spreadsheet'^2019-05-24^09:32:58^2432"
"1131855599090556928^'microsoft project  crack product key download full windows'^2019-05-24^09:32:58^166"
"1131855600235745280^'which do you like better  microsoft or apple? -- anti-capitalism'^2019-05-24^09:32:58^134"
"1131855610515984384^'which do you like better  microsoft or apple? --'^2019-05-24^09:33:01^396"
"1131855615356166145^'microsoft office  accounts under attack -- what you need to know read more on :'^2019-05-24^09:33:02^33"
"1131855619865100289^'which do you like better  microsoft or apple? -- capitalism is a prison'^2019-05-24^09:33:03^187"
"1131855629939822592^'which do you like better  microsoft or apple? -- android'^2019-05-24^09:33:05^240"
"1131855634566139904^'which do you like better  microsoft or apple? -- i think microsoft because you can do download any apps instead of using an apple and apparently  they are both quite good at all'^2019-05-24^09:33:06^148"
"1131855645873987584^'rt : indian village girl masturbating in public'^2019-05-24^09:33:09^16176"
"1131855658322681856^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:33:12^11961"
"1131855663351640065^'which do you like better  microsoft or apple? -- siya pa rin talaga pensive faceraised fistemoji modifier fitzpatrick type-'^2019-05-24^09:33:13^655"
"1131855664068878336^'securing the pharmaceutical supply chain with azure iot'^2019-05-24^09:33:13^186"
"1131855675255083009^'which do you like better  microsoft or apple? -- microsoft cause i cannot work with apple desktops'^2019-05-24^09:33:16^3657"
"1131855682146381825^'which do you like better  microsoft or apple? -- wala'^2019-05-24^09:33:18^624"
"1131855689976958976^'rt : digitalization and the introduction of ai is quickly becoming the futureofwork and a reality in many industries  especia'^2019-05-24^09:33:20^41"
"1131855693437444096^'xahteiwi to me  it's worrying because it concentrates even more power in the hands of the internet giants suddenly open source developers earn their living by the grace of microsoft sure  they've changed lately but have they changed  really?'^2019-05-24^09:33:20^40"
"1131855697212321792^'xahteiwi but yeah  there isn't really anything microsoft could do or say to make this less troublesome to me things are already troublesome! amazon  microsoft and google basically owns the internet at this point'^2019-05-24^09:33:21^40"
"1131855698999074816^'rt : indian village girl masturbating in public'^2019-05-24^09:33:22^10349"
"1131855699330424832^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:33:22^796"
"1131855707840688128^'which do you like better  microsoft or apple? --'^2019-05-24^09:33:24^381"
"1131855708461371392^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^09:33:24^422"
"1131855708977283073^'microsoft is putting the sexy into unsexy software microsoft'^2019-05-24^09:33:24^7831"
"1131855711854649344^'google duo now supports eight-person video calls microsoft'^2019-05-24^09:33:25^7831"
"1131855713070964736^'which do you like better  microsoft or apple? -- i like me better when i'm with you'^2019-05-24^09:33:25^736"
"1131855718322192384^'which do you like better  microsoft or apple? -- apple because i have an iphone and a mac'^2019-05-24^09:33:26^81"
"1131855728258551808^'rt : indian village girl masturbating in public'^2019-05-24^09:33:29^21676"
"1131855729609121792^'iam platform curated tweet social media advertising market to witness huge growth by  | top key players: alphabet  facebook  baidu  yahoo  microsoft  twitter  linkedin  amazon  iac  soho  pandora - global market research -'^2019-05-24^09:33:29^12403"
"1131855730133426176^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^09:33:29^273"
"1131855730523496448^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:33:29^856"
"1131855736903000064^'which do you like better  microsoft or apple? -- microsoft all the way'^2019-05-24^09:33:31^6127"
"1131855738027020288^'which do you like better  microsoft or apple? -- hahaha apple  all day everyday  especially as a designer'^2019-05-24^09:33:31^370"
"1131855745086107649^'build a real-time recommendation api on azure '^2019-05-24^09:33:33^2599"
"1131855771317223424^'which do you like better  microsoft or apple? -- both coz i use both'^2019-05-24^09:33:39^231"
"1131855776346255360^'no thanks'^2019-05-24^09:33:40^73"
"1131855797695074304^'rt : microsoft pulls huawei products from azure stack cloud server catalogue - huawei is one of the hardware vendors that ma'^2019-05-24^09:33:45^864"
"1131855810747949056^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:33:48^3533"
"1131855811884527616^'which do you like better  microsoft or apple? -- it depends on which term you are talkin about: when it comes to ease of location  microsoft; if we're talkin about virus protection  apple; in the more aesthetic look it depends on'^2019-05-24^09:33:49^3007"
"1131855820503900161^'which do you like better  microsoft or apple? -- '^2019-05-24^09:33:51^693"
"1131855821904572416^'rt : wonder how microsoft  learning pathways work? at spc'^2019-05-24^09:33:51^2877"
"1131855822953287681^'which do you like better  microsoft or apple? -- i can't eat microsoft'^2019-05-24^09:33:51^495"
"1131855829337038848^'which do you like better  microsoft or apple? -- xiaomi'^2019-05-24^09:33:53^482"
"1131855831010566144^'which do you like better  microsoft or apple? -- u &lt;'^2019-05-24^09:33:53^302"
"1131855831887224834^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:33:53^1495"
"1131855862211985408^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:34:01^3575"
"1131855862941790208^'year  billboard music charts' top artists:  google  amazon  microsoft  uber '^2019-05-24^09:34:01^753"
"1131855865487794177^'face with tears of joyrolling on the floor laughing dev sea jokes are cool'^2019-05-24^09:34:01^148"
"1131855870164381696^'which do you like better  microsoft or apple? -- ohhhhhh okay so i think both brands have their own domains when it comes to stuff like this buuuuut i'm a windows user myself so -\_(tsu)_/-'^2019-05-24^09:34:02^3"
"1131855873591119873^'which do you like better  microsoft or apple? --'^2019-05-24^09:34:03^306"
"1131855890032812032^'rt : breaking news: microsoft announces the new fishual studio  i'm not even sorry for this joke'^2019-05-24^09:34:07^148"
"1131855898169626625^'which do you like better  microsoft or apple? -- considering i'm on an iphone right now'^2019-05-24^09:34:09^994"
"1131855912078073856^'which do you like better  microsoft or apple? -- ikawww yieeee'^2019-05-24^09:34:12^1145"
"1131855914745548800^'rt :  has teamed up with the clooney foundation to create the trialwatch app  which holds courts accountable and flag'^2019-05-24^09:34:13^1737"
"1131855918633803776^'which do you like better  microsoft or apple? -- apple i guess'^2019-05-24^09:34:14^423"
"1131855919082627072^'which do you like better  microsoft or apple? -- siya opx hahahahahah jk'^2019-05-24^09:34:14^139"
"1131855946513289217^'which do you like better  microsoft or apple? --'^2019-05-24^09:34:21^534"
"1131855952284717056^'rt : indian village girl masturbating in public'^2019-05-24^09:34:22^4322"
"1131855962732736514^'which do you like better  microsoft or apple? -- no'^2019-05-24^09:34:25^1936"
"1131855990196965378^'rt :  has teamed up with the clooney foundation to create the trialwatch app  which holds courts accountable and flag'^2019-05-24^09:34:31^2667"
"1131856006353498114^'rt : i wonder which of her achievements the daughter of the president was rewarded for'^2019-05-24^09:34:35^3725"
"1131856007762731010^'skype is terrible with features to connect me and indentify my neighbors meetup microsoft bing airbnb '^2019-05-24^09:34:35^171"
"1131856015069196288^'which do you like better  microsoft or apple? -- pineapple'^2019-05-24^09:34:37^283"
"1131856023449477122^'rt : indian village girl masturbating in public'^2019-05-24^09:34:39^15785"
"1131856025307369472^'microsoft sharepoint servers are under attack microsoft sharepoint servers attack targeted cve exploit cybersecurity cyberattack sharepointsecurity hacking hack follow usmilitary medal[?]'^2019-05-24^09:34:39^33"
"1131856047990353921^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:34:45^49"
"1131856058270584832^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:34:47^3255"
"1131856060246056960^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:34:48^4948"
"1131856063274266626^'rt : integrated this new beta preview of ""microsoft  learning pathways"" in a modern adoption center in sharepoint in my sp'^2019-05-24^09:34:49^2877"
"1131856064230645760^'rt : hello friends in west africa! the engineering roles in our microsoftadc lagos office are starting to appear:  engineeri'^2019-05-24^09:34:49^382"
"1131856064348065792^'yeni new blog tools (microsoft's new outings app allows you to virtually visit beautiful places) - sizin arsiviniz / archiviz -'^2019-05-24^09:34:49^18"
"1131856079237865472^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:34:52^878"
"1131856090260549633^'which do you like better  microsoft or apple? -- nc tive nada da apple'^2019-05-24^09:34:55^2219"
"1131856096895885312^'which do you like better  microsoft or apple? --'^2019-05-24^09:34:57^291"
"1131856113580691456^'rt : make sure that you are applying software updates! then implement just in time access you can find more iaas vm security be'^2019-05-24^09:35:01^20815"
"1131856122288041985^'microsoft said to stop accepting new orders from huawei - scmp'^2019-05-24^09:35:03^222"
"1131856146715877377^'which do you like better  microsoft or apple? -- for a sec i thought you meant like an actual apple'^2019-05-24^09:35:08^83"
"1131856151082020864^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^09:35:09^3452"
"1131856151589654528^'which do you like better  microsoft or apple? -- bayabas'^2019-05-24^09:35:10^792"
"1131856169369260032^'which do you like better  microsoft or apple? -- micrsoft kase mas madaling gamitin'^2019-05-24^09:35:14^54"
"1131856176470036480^'rt : indian village girl masturbating in public'^2019-05-24^09:35:15^15916"
"1131856181461438464^'rt : microsoft azure cloudshell for management tasks azure cloudshell bash powershell cli ku'^2019-05-24^09:35:17^6171"
"1131856182040322049^'mainstream adoption: at&amp;t now accepts bitcoin! at&amp;t is the largest multichannel video service provider in the us they have around a total of   million subscribers read more: bitcoin att billpayments microsoft crypto ibm facebook'^2019-05-24^09:35:17^199"
"1131856184137281536^'rt : with all the money they take from their followers  you'd think they could do better than microsoft word art'^2019-05-24^09:35:17^526"
"1131856194765807617^'which do you like better  microsoft or apple? -- siya rajd hahahahahaha'^2019-05-24^09:35:20^1017"
"1131856197596925952^'which do you like better  microsoft or apple? -- mas like kita yieeee'^2019-05-24^09:35:21^97"
"1131856207235436545^'which do you like better  microsoft or apple? -- si jaehyun'^2019-05-24^09:35:23^416"
"1131856217419210752^'rt : get a list of security patches installed in the last  days powershell'^2019-05-24^09:35:25^905"
"1131856224708956161^'which do you like better  microsoft or apple? -- microsoft smiling face with smiling eyes'^2019-05-24^09:35:27^27"
"1131856232514351105^'new post: industry  market -  with top eminent players like abb  basler ag  cognex  denso group  general electric  intel  microsoft  qualcomm  sap se - global m'^2019-05-24^09:35:29^86"
"1131856251854426112^'which do you like better  microsoft or apple? -- microsoft???'^2019-05-24^09:35:33^779"
"1131856268296167424^''the world's top ten tech companies --microsoft  apple  amazon  google  facebook  alibaba  intel  oracle  samsung and baidu--increasingly have something in common: they're doing mission-critical work in israel that's core to their businesses back at hq'^2019-05-24^09:35:37^17"
"1131856274910535681^'which do you like better  microsoft or apple? --'^2019-05-24^09:35:39^1233"
"1131856281822683136^'rt : today in silicon valley: the  ""internet freedom award"" was given to ivanka trump by the tech industry lobbying group founde'^2019-05-24^09:35:41^7234"
"1131856291008253953^'may's tenure as home secretary allowed the nhs hackings because she refused to pay for microsoft updates what's her successor done?'^2019-05-24^09:35:43^355"
"1131856312281780225^'build a slicer panel in power bi microsoft powerbi azure sqlserver tech businessintelligence bi dashboard'^2019-05-24^09:35:48^33"
"1131856316429942784^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^09:35:49^48"
"1131856317105070081^'sharepoint servers now actively targeted by cve-- exploit microsoft sharepoint servers attack targeted cve exploit cybersecurity cyberattack sharepointsecurity hacking hack follow usmilitary medal[?]'^2019-05-24^09:35:49^33"
"1131856331793731585^'which do you like better  microsoft or apple? -- red apple'^2019-05-24^09:35:53^136"
"1131856334708719616^'rt :  has teamed up with the clooney foundation to create the trialwatch app  which holds courts accountable and flag'^2019-05-24^09:35:53^2389"
"1131856339855183873^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^09:35:54^247"
"1131856345869803520^'update: hacker disclosed  new microsoft zero-day exploits in last  hours'^2019-05-24^09:35:56^49"
"1131856346280808448^'rt : microsoft edge insider dq: well this is interesting'^2019-05-24^09:35:56^13"
"1131856355512295425^'rt : scheduling twitter content with microsoft flow part  - images msflow office'^2019-05-24^09:35:58^2877"
"1131856363624259584^'rt : microsoft removes huawei laptop from store  remains silent on potential windows ban'^2019-05-24^09:36:00^1963"
"1131856363678781441^'which do you like better  microsoft or apple? -- ai tanto faz'^2019-05-24^09:36:00^165"
"1131856364899393536^'which do you like better  microsoft or apple? -- jablko'^2019-05-24^09:36:00^172"
"1131856365289447425^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:36:01^70"
"1131856369034903552^'which do you like better  microsoft or apple? --'^2019-05-24^09:36:01^282"
"1131856370339405824^'which do you like better  microsoft or apple? -- microsoft for computers  apple for phones'^2019-05-24^09:36:02^26"
"1131856370708439040^'which do you like better  microsoft or apple? -- both?'^2019-05-24^09:36:02^55"
"1131856371228598272^'which do you like better  microsoft or apple? -- yuta'^2019-05-24^09:36:02^1251"
"1131856371589234688^'which do you like better  microsoft or apple? -- j'ai un mac et un iphone green apple'^2019-05-24^09:36:02^668"
"1131856397992374272^'microsoft is putting the sexy into unsexy software'^2019-05-24^09:36:08^446"
"1131856398218743810^'rt : i'd actually argue nintendo(excluding ) and especially microsoft been killing them since  with e shows  was m'^2019-05-24^09:36:08^345"
"1131856404506173440^'which do you like better  microsoft or apple? -- microsoft'^2019-05-24^09:36:10^211"
"1131856404896243712^'rt : indian village girl masturbating in public'^2019-05-24^09:36:10^6437"
"1131856410474688513^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:36:11^1412"
"1131856416971603968^'which do you like better  microsoft or apple? -- appleee'^2019-05-24^09:36:13^3491"
"1131856431198683136^'of course we will! and next time my friend will join us (if she is not speaking abroad) or send someone important from the tel municipality'^2019-05-24^09:36:16^2151"
"1131856437489983489^'rt : which do you like better  microsoft or apple? -- huawei'^2019-05-24^09:36:18^211"
"1131856440665133056^'rt : come on!'^2019-05-24^09:36:18^2877"
"1131856457350172672^'buy cisco netflix disney microsoft roku on any sell off'^2019-05-24^09:36:22^6"
"1131856475951902721^'which do you like better  microsoft or apple? -- apple'^2019-05-24^09:36:27^6498"
"1131856477768101889^'rt :  has recognized microsoft as a leader in analytics and bi platforms for the twelfth year in a row learn more a'^2019-05-24^09:36:27^33"
"1131856479387041792^'which do you like better  microsoft or apple? --'^2019-05-24^09:36:28^718"
"1131856481958203394^'rt : there is a quick solution microsoft could just give sandboxescaper a job and help se access proper mental health support as p'^2019-05-24^09:36:28^58"
"1131856493437968384^'which do you like better  microsoft or apple? -- siya'^2019-05-24^09:36:31^79"
"1131856505437925377^'which do you like better  microsoft or apple? -- both kase both akong meron??smiling face with open mouth and smiling eyes'^2019-05-24^09:36:34^44"
"1131856509342756864^'which do you like better  microsoft or apple? --'^2019-05-24^09:36:35^516"
"1131856510101917696^'which do you like better  microsoft or apple? -- apple &gt;&gt;&gt;'^2019-05-24^09:36:35^66"
"1131856514266722304^'turn on two factor authentication implement privileged access management! for additional steps  check out: azureforsure'^2019-05-24^09:36:36^3839"
"1131856519753064448^'which do you like better  microsoft or apple? -- i'm using both so-'^2019-05-24^09:36:37^2062"
"1131856529194397696^'which do you like better  microsoft or apple? -- u hahaha'^2019-05-24^09:36:40^3491"
"1131856546890244096^'which do you like better  microsoft or apple? -- johnson's powder'^2019-05-24^09:36:44^484"
"1131856554611892224^'which do you like better  microsoft or apple? -- curiouscat'^2019-05-24^09:36:46^231"
"1131856562111299584^'news: drives around in her fully customized ai vehicle heavy black heart builds an engine which weighs kg's! smiling face with heart-shaped eyes designs a v engine with  turbos turbo  :  - rpm turbo  :  - rpm turbo  :  - rpm'^2019-05-24^09:36:47^19"
"1131856565202489349^'which do you like better  microsoft or apple? -- i like eating apples and i like to use microsoft'^2019-05-24^09:36:48^42"
"1131856568369242113^'which do you like better  microsoft or apple? -- android'^2019-05-24^09:36:49^217"
"1131856583833661441^'rt : due to scheduling issues  former microsoft cio jim dubois' session at inspiration on qube has been moved to thursday th june'^2019-05-24^09:36:53^844"
"1131856592750698496^'(pt)cameras    smith's  /von's stores;                 '^2019-05-24^09:36:55^174"
"1131856597259608064^'which do you like better  microsoft or apple? -- pinya hahahahahahahhaha'^2019-05-24^09:36:56^949"
"1131856598026948609^'a scalable hybrid research paper recommender system for microsoft academic'^2019-05-24^09:36:56^10000"
"1131856603244912641^'which do you like better  microsoft or apple? --'^2019-05-24^09:36:57^759"
"1131856604901646336^'which do you like better  microsoft or apple? --'^2019-05-24^09:36:58^1725"
"1131856618029768704^'which do you like better  microsoft or apple? -- been using microsoft for a very long time now'^2019-05-24^09:37:01^154"
"1131856619170598912^'rt : i am counting the hours for this amazing event happening tomorrow! we will be discussing the futureofwork and how women can'^2019-05-24^09:37:01^1907"
