"1124853713615642630^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:49:58^3871"
"1124853715649859584^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:49:59^3950"
"1124853718455865344^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:49:59^846"
"1124853719974199296^'beyond the blasphemic gravestone under the eternal realms'^2019-05-05^01:50:00^171"
"1124853721618362368^'twitter for iphone'^2019-05-05^01:50:00^5"
"1124853723803549696^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:01^17944"
"1124853729692229632^'not a bot'^2019-05-05^01:50:02^4"
"1124853730740858880^'original tweet:'^2019-05-05^01:50:02^38"
"1124853735178608640^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:03^6328"
"1124853739016392705^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:04^1477"
"1124853739880374272^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:05^5596"
"1124853741633454080^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:05^31221"
"1124853743529472000^'a pic of donald trump's tweet or retweet:'^2019-05-05^01:50:05^213"
"1124853745559511041^'rt realdonaldtrump ""rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:06^4"
"1124853746075340800^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:06^5543"
"1124853746700378112^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:06^55813"
"1124853747811745792^'rt realdonaldtrump ""rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:06^7"
"1124853750840086529^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:07^16832"
"1124853754216501253^'rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:08^14"
"1124853757768953856^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:09^487"
"1124853758062682112^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:09^4625"
"1124853758033309697^'realdonaldtrump: rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:09^0"
"1124853758414995456^'rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:09^0"
"1124853763175518208^'donald: rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:10^148"
"1124853763989225473^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:10^298"
"1124853766434566144^'rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:11^27"
"1124853766954672128^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:11^1639"
"1124853769181773824^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:12^54513"
"1124853770897252353^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:12^275"
"1124853771908128769^'rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:12^29"
"1124853772113432577^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:12^1676"
"1124853772675702784^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:12^2025"
"1124853772994392065^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:12^18038"
"1124853773699043330^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:13^16674"
"1124853777729822731^'rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:14^2"
"1124853778803494912^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:14^42847"
"1124853780107993089^'rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:14^1"
"1124853780338626562^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:14^52"
"1124853780409978881^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:14^4382"
"1124853783090081794^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:15^912"
"1124853783429705728^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:15^2273"
"1124853784990158849^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:15^2693"
"1124853784998567938^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:15^92"
"1124853785921236992^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:15^1494"
"1124853787049566208^'dear diary  rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:16^37"
"1124853787083059201^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:16^442"
"1124853788140085253^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:16^505"
"1124853789582696448^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:16^639"
"1124853790006550528^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:16^1046"
"1124853790849601536^'rt realdonaldtrump ""rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:17^7"
"1124853792934105089^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:17^1339"
"1124853793357742080^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:17^46"
"1124853794485882880^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:18^18179"
"1124853794448265216^'realdonaldtrump: rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:18^17911"
"1124853795026919424^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:18^3594"
"1124853796230688768^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:18^2"
"1124853796528586753^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:18^26314"
"1124853797480730624^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:18^7741"
"1124853798617460736^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:19^275"
"1124853799280173056^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:19^965"
"1124853800043307008^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:19^1"
"1124853800295182337^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:19^105"
"1124853800374718465^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:19^44000"
"1124853802534866944^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:19^42360"
"1124853803461701634^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^10868"
"1124853803537268736^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^913"
"1124853803843559425^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^2836"
"1124853804678041601^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^5053"
"1124853805110190081^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^394"
"1124853805147992065^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^686"
"1124853806464815104^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^791"
"1124853806775316480^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^1392"
"1124853806846619648^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:20^3304"
"1124853807618379777^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^503"
"1124853807874301952^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^6955"
"1124853808151126016^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^13264"
"1124853808637652995^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^1674"
"1124853808885059584^'realdonaldtrump tweeted rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^121"
"1124853809036054528^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^7"
"1124853809140961283^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^1796"
"1124853809254154242^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^632"
"1124853809639899136^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^10074"
"1124853810675929088^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^9219"
"1124853810923483136^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^199"
"1124853811045175297^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:21^3532"
"1124853811615600640^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^75"
"1124853811816816640^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^2529"
"1124853811917533184^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^1017"
"1124853812131520513^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^1009"
"1124853812282515456^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^2646"
"1124853812328574976^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^1611"
"1124853813096144896^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^7535"
"1124853813142347777^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^2818"
"1124853814216024064^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^15226"
"1124853814266400768^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^11885"
"1124853814258020355^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^3050"
"1124853814413205505^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:22^10556"
"1124853815751118849^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^3462"
"1124853815839162368^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^40"
"1124853816061460481^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^907"
"1124853815952306176^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^7869"
"1124853816535539713^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^934"
"1124853816829128704^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^5464"
"1124853817303076865^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^1331"
"1124853817781161985^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^615"
"1124853818112577536^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^3356"
"1124853818171305986^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^1286"
"1124853818309713922^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^328"
"1124853818364239872^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^44971"
"1124853818674388992^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^5884"
"1124853819131813888^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^2647"
"1124853819299393537^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:23^276"
"1124853819588915201^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^3617"
"1124853819853168645^'rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^1"
"1124853819890860033^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^9082"
"1124853820444557312^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^7808"
"1124853820507525120^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^7486"
"1124853820712980480^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^714"
"1124853821186957312^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^57"
"1124853821723770882^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^4949"
"1124853821941997568^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^2769"
"1124853822143238144^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^1336"
"1124853822214549506^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^3217"
"1124853822378135557^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^2866"
"1124853822529179648^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^10730"
"1124853822550102017^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^28824"
"1124853822600380416^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^1169"
"1124853822977921025^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:24^6887"
"1124853823871254528^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^2398"
"1124853824747753474^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^15388"
"1124853825075126277^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^454"
"1124853825167286273^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^14"
"1124853826056531968^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^5862"
"1124853827365216256^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^334"
"1124853827704905728^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^6541"
"1124853827834916864^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:25^1713"
"1124853830573789190^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:26^3878"
"1124853830594826240^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:26^1571"
"1124853831035236354^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:26^57"
"1124853831425249281^'rt realdonaldtrump rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:26^145"
"1124853832981282817^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^459"
"1124853833405018118^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^5111"
"1124853833908326403^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^4135"
"1124853834004582401^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^12513"
"1124853834067652608^'trumptweets realdonaldtrump: rt dailycaller: doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^74"
"1124853834294202368^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^4662"
"1124853834852048896^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^2712"
"1124853835078557697^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^2138"
"1124853834990247936^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^6971"
"1124853835099303942^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^1854"
"1124853835967737856^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:27^7540"
"1124853837771227136^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^01:50:28^123"
"1124860972039049218^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:18:49^26770"
"1124861001747390464^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:18:56^4863"
"1124861016389574656^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:18:59^32756"
"1124861026728599552^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:02^457"
"1124861047226163200^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:07^8006"
"1124861036878757888^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:04^4138"
"1124861053639069696^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:08^1501"
"1124861059389693953^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:10^88"
"1124861076447866881^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:14^869"
"1124861123201851392^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:25^3825"
"1124861124472639489^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:25^17967"
"1124861140394135552^'you mean you did? what's your conflict of interest here is it for the country? or like i said do you have a conflict of interest you tell the doj what to do don't you? just wondering'^2019-05-05^02:19:29^112"
"1124861170559737856^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:36^42"
"1124861171931275264^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:36^7127"
"1124861174502383616^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:37^390"
"1124861182177947649^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:39^190"
"1124861186304929792^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:40^288"
"1124861217523347458^'donald j trump retweeted'^2019-05-05^02:19:47^11888"
"1124861219112980486^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:19:48^0"
"1124861269993857031^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:00^9671"
"1124861272166666240^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:00^955"
"1124861286632738818^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:04^158"
"1124861325639913477^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:13^3645"
"1124861336473591809^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:16^8072"
"1124861356061147137^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:20^81"
"1124861369013161986^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:23^41784"
"1124861372444004353^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:24^115"
"1124861426496155648^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:37^4116"
"1124861459735957506^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:45^47"
"1124861472704729088^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:48^1420"
"1124861498927472641^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:54^110"
"1124861511392989185^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:20:57^232"
"1124861532905586688^'rt : doj asks courts to lighten up on qualcomm as it battles china for g supremacy'^2019-05-05^02:21:03^22185"
